OrderID,Quantity,Price,Sales,Date,Month,Year,Product_Name,Manufacturing_price,City,DealSize
10322,40,100,6000.4,4,11,2004,Classic Cars,214,Nashua,Medium
10333,26,100,3003,18,11,2004,Classic Cars,214,San Francisco,Medium
10347,30,100,3944.7,29,11,2004,Classic Cars,214,Melbourne,Medium
10357,32,100,5691.84,10,12,2004,Classic Cars,214,San Rafael,Medium
10369,41,100,4514.92,20,1,2005,Classic Cars,214,Brickhaven,Medium
10381,36,100,8254.8,17,2,2005,Classic Cars,214,San Francisco,Large
10391,24,100,2416.56,9,3,2005,Classic Cars,214,North Sydney,Small
10411,23,100,4140.23,1,5,2005,Classic Cars,214,Montreal,Medium
10424,50,100,12001,31,5,2005,Classic Cars,214,Madrid,Large
10107,39,99.91,3896.49,24,2,2003,Motorcycles,118,NYC,Medium
10120,29,96.34,2793.86,29,4,2003,Motorcycles,118,Melbourne,Small
10134,27,100,3307.77,1,7,2003,Motorcycles,118,Paris,Medium
10145,37,100,5192.95,25,8,2003,Motorcycles,118,Pasadena,Medium
10159,37,100,5016.83,10,10,2003,Motorcycles,118,San Francisco,Medium
10168,27,100,3660.93,28,10,2003,Motorcycles,118,Burlingame,Medium
10180,42,100,4695.6,11,11,2003,Motorcycles,118,Lille,Medium
10188,38,96.34,3660.92,18,11,2003,Motorcycles,118,Bergen,Medium
10201,24,100,3025.92,1,12,2003,Motorcycles,118,San Francisco,Medium
10210,23,100,3009.09,12,1,2004,Motorcycles,118,Osaka,Medium
10223,47,100,5422.39,20,2,2004,Motorcycles,118,Melbourne,Medium
10236,22,100,2852.08,3,4,2004,Motorcycles,118,Philadelphia,Small
10251,44,100,5756.52,18,5,2004,Motorcycles,118,Newark,Medium
10263,40,100,4472,28,6,2004,Motorcycles,118,Bridgewater,Medium
10275,22,100,2904.44,23,7,2004,Motorcycles,118,Nantes,Small
10285,47,100,6484.59,27,8,2004,Motorcycles,118,Cambridge,Medium
10298,39,96.34,3757.26,27,9,2004,Motorcycles,118,Nantes,Medium
10308,34,100,4043.96,15,10,2004,Motorcycles,118,White Plains,Medium
10318,45,100,5566.5,2,11,2004,Motorcycles,118,Allentown,Medium
10329,20,100,3176,15,11,2004,Motorcycles,118,NYC,Medium
10339,40,68.92,2756.8,23,11,2004,Motorcycles,118,Minato-ku,Small
10361,26,51.15,1329.9,17,12,2004,Motorcycles,118,Chatswood,Small
10374,39,100,5288.01,2,2,2005,Motorcycles,118,South Brisbane,Medium
10388,50,44.51,2225.5,3,3,2005,Motorcycles,118,New Bedford,Small
10402,45,100,5833.8,7,4,2005,Motorcycles,118,Paris,Medium
10417,45,100,5887.35,13,5,2005,Motorcycles,118,Madrid,Medium
10107,27,100,6065.55,24,2,2003,Motorcycles,193,NYC,Medium
10120,46,100,9264.86,29,4,2003,Motorcycles,193,Melbourne,Large
10134,31,100,7023.98,1,7,2003,Motorcycles,193,Paris,Large
10145,33,100,5176.38,25,8,2003,Motorcycles,193,Pasadena,Medium
10159,22,100,4132.7,10,10,2003,Motorcycles,193,San Francisco,Medium
10168,20,100,4183,28,10,2003,Motorcycles,193,Burlingame,Medium
10180,41,100,8892.9,11,11,2003,Motorcycles,193,Lille,Large
10188,45,100,8714.7,18,11,2003,Motorcycles,193,Bergen,Large
10201,49,100,8065.89,1,12,2003,Motorcycles,193,San Francisco,Large
10210,34,100,6123.4,12,1,2004,Motorcycles,193,Osaka,Medium
10223,49,100,9774.03,20,2,2004,Motorcycles,193,Melbourne,Large
10237,39,100,7023.9,5,4,2004,Motorcycles,193,NYC,Large
10251,43,100,7078.23,18,5,2004,Motorcycles,193,Newark,Large
10263,41,100,8336.94,28,6,2004,Motorcycles,193,Bridgewater,Large
10275,36,100,6901.92,23,7,2004,Motorcycles,193,Nantes,Medium
10285,27,100,5438.07,27,8,2004,Motorcycles,193,Cambridge,Medium
10299,29,100,6683.34,30,9,2004,Motorcycles,193,Helsinki,Medium
10308,20,100,4570.4,15,10,2004,Motorcycles,193,White Plains,Medium
10318,37,100,7667.14,2,11,2004,Motorcycles,193,Allentown,Large
10329,26,100,5868.2,15,11,2004,Motorcycles,193,NYC,Medium
10339,39,76.67,2990.13,23,11,2004,Motorcycles,193,Minato-ku,Small
10362,22,100,3664.1,5,1,2005,Motorcycles,193,Burlingame,Medium
10374,22,100,3834.38,2,2,2005,Motorcycles,193,South Brisbane,Medium
10388,21,86.77,1822.17,3,3,2005,Motorcycles,193,New Bedford,Small
10403,66,100,11886.6,8,4,2005,Motorcycles,193,Liverpool,Large
10417,56,100,9218.16,13,5,2005,Motorcycles,193,Madrid,Large
10105,50,100,7208,11,2,2003,Classic Cars,136,Kobenhavn,Large
10119,46,100,5004.8,28,4,2003,Classic Cars,136,Salzburg,Medium
10129,33,100,4398.24,12,6,2003,Classic Cars,136,London,Medium
10143,49,100,5597.76,10,8,2003,Classic Cars,136,New Bedford,Medium
10155,32,100,4526.08,6,10,2003,Classic Cars,136,Helsinki,Medium
10167,44,100,5924.16,23,10,2003,Classic Cars,136,Boras,Medium
10178,24,100,3492.48,8,11,2003,Classic Cars,136,Toulouse,Medium
10186,26,100,3854.24,14,11,2003,Classic Cars,136,London,Medium
10197,45,100,5324.4,26,11,2003,Classic Cars,136,Barcelona,Medium
10209,39,100,5197.92,9,1,2004,Classic Cars,136,Los Angeles,Medium
10222,49,100,5997.6,19,2,2004,Classic Cars,136,San Diego,Medium
10248,20,100,2910.4,7,5,2004,Classic Cars,136,NYC,Small
10261,27,100,3378.24,17,6,2004,Classic Cars,136,Montreal,Medium
10273,30,100,3508.8,21,7,2004,Classic Cars,136,Bruxelles,Medium
10283,25,100,2992,20,8,2004,Classic Cars,136,Tsawassen,Small
10295,24,100,3427.2,10,9,2004,Classic Cars,136,Boston,Medium
10307,22,100,2692.8,14,10,2004,Classic Cars,136,Philadelphia,Small
10316,33,100,4128.96,1,11,2004,Classic Cars,136,Cowes,Medium
10325,47,64.93,3051.71,5,11,2004,Classic Cars,136,Stavern,Medium
10337,25,48.05,1201.25,21,11,2004,Classic Cars,136,NYC,Small
10350,26,75.47,1962.22,2,12,2004,Classic Cars,136,Madrid,Small
10359,48,54.68,2624.64,15,12,2004,Classic Cars,136,Reims,Small
10373,39,100,4046.25,31,1,2005,Classic Cars,136,Oulu,Medium
10384,34,100,4846.7,23,2,2005,Classic Cars,136,San Francisco,Medium
10395,32,100,3370.56,17,3,2005,Classic Cars,136,Paris,Medium
10400,64,100,9661.44,1,4,2005,Classic Cars,136,San Jose,Large
10414,19,100,2764.88,6,5,2005,Classic Cars,136,Boston,Small
10103,42,100,5398.26,29,1,2003,Classic Cars,147,Stavern,Medium
10114,31,100,4305.28,1,4,2003,Classic Cars,147,Paris,Medium
10126,22,100,3347.74,28,5,2003,Classic Cars,147,Madrid,Medium
10140,26,100,3188.12,24,7,2003,Classic Cars,147,Burlingame,Medium
10150,20,100,3191.2,19,9,2003,Classic Cars,147,Singapore,Medium
10164,21,100,3536.82,21,10,2003,Classic Cars,147,Graz,Medium
10175,33,100,5362.83,6,11,2003,Classic Cars,147,London,Medium
10183,28,100,3433.36,13,11,2003,Classic Cars,147,Philadelphia,Medium
10194,26,100,4263.74,25,11,2003,Classic Cars,147,Lyon,Medium
10207,31,100,4076.19,9,12,2003,Classic Cars,147,Boston,Medium
10217,48,100,7020.48,4,2,2004,Classic Cars,147,Singapore,Large
10229,50,100,6426.5,11,3,2004,Classic Cars,147,San Rafael,Medium
10245,28,100,4591.72,4,5,2004,Classic Cars,147,New Haven,Medium
10259,26,100,4033.38,15,6,2004,Classic Cars,147,Singapore,Medium
10270,32,100,4302.08,19,7,2004,Classic Cars,147,Chatswood,Medium
10281,44,100,7020.64,19,8,2004,Classic Cars,147,Allentown,Large
10291,30,100,3855.9,8,9,2004,Classic Cars,147,Boras,Medium
10305,38,100,6680.78,13,10,2004,Classic Cars,147,Cambridge,Medium
10313,40,100,6678,22,10,2004,Classic Cars,147,Vancouver,Medium
10322,46,61.99,2851.54,4,11,2004,Classic Cars,147,Nashua,Small
10334,26,100,3188.12,19,11,2004,Classic Cars,147,Lule,Medium
10347,27,100,4428,29,11,2004,Classic Cars,147,Melbourne,Medium
10357,43,100,5780.92,10,12,2004,Classic Cars,147,San Rafael,Medium
10370,35,65.63,2297.05,20,1,2005,Classic Cars,147,North Sydney,Small
10381,37,100,6231.54,17,2,2005,Classic Cars,147,San Francisco,Medium
10391,37,46.9,1735.3,9,3,2005,Classic Cars,147,North Sydney,Small
10411,27,100,4427.73,1,5,2005,Classic Cars,147,Montreal,Medium
10425,38,100,5894.94,31,5,2005,Classic Cars,147,Nantes,Medium
10108,33,100,5265.15,3,3,2003,Classic Cars,194,Makati City,Medium
10122,42,100,7599.9,8,5,2003,Classic Cars,194,Marseille,Large
10135,42,100,8008.56,2,7,2003,Classic Cars,194,San Rafael,Large
10147,48,100,9245.76,5,9,2003,Classic Cars,194,Brickhaven,Large
10159,41,100,8296.35,10,10,2003,Classic Cars,194,San Francisco,Large
10169,30,100,5019.9,4,11,2003,Classic Cars,194,North Sydney,Medium
10181,27,100,5411.07,12,11,2003,Classic Cars,194,Bergen,Medium
10191,21,100,3840.9,20,11,2003,Classic Cars,194,Koln,Medium
10203,20,100,3930.4,2,12,2003,Classic Cars,194,Madrid,Medium
10211,41,100,7498.9,15,1,2004,Classic Cars,194,Paris,Large
10225,27,100,4517.91,22,2,2004,Classic Cars,194,Gensve,Medium
10238,28,100,5774.72,9,4,2004,Classic Cars,194,Kobenhavn,Medium
10253,24,100,3922.56,1,6,2004,Classic Cars,194,Liverpool,Medium
10266,44,100,9160.36,6,7,2004,Classic Cars,194,Reggio Emilia,Large
10276,50,100,9631,2,8,2004,Classic Cars,194,Brickhaven,Large
10287,21,100,3432.24,30,8,2004,Classic Cars,194,Gensve,Medium
10300,33,100,5521.89,4,10,2003,Classic Cars,194,Frankfurt,Medium
10310,33,100,6934.62,16,10,2004,Classic Cars,194,Koln,Medium
10320,31,100,6876.11,3,11,2004,Classic Cars,194,Lule,Medium
10329,41,71.47,2930.27,15,11,2004,Classic Cars,194,NYC,Small
10341,45,79.65,3584.25,24,11,2004,Classic Cars,194,Salzburg,Medium
10363,33,85.39,2817.87,6,1,2005,Classic Cars,194,Espoo,Small
10375,45,76,3420,3,2,2005,Classic Cars,194,Nantes,Medium
10389,26,99.04,2575.04,3,3,2005,Classic Cars,194,Boras,Small
10419,12,100,1961.28,17,5,2005,Classic Cars,194,Salzburg,Small
10105,41,100,8690.36,11,2,2003,Classic Cars,207,Kobenhavn,Large
10117,33,100,6034.38,16,4,2003,Classic Cars,207,Singapore,Medium
10127,46,100,11279.2,3,6,2003,Classic Cars,207,NYC,Large
10142,33,100,8023.29,8,8,2003,Classic Cars,207,San Rafael,Large
10153,20,100,4904,28,9,2003,Classic Cars,207,Madrid,Medium
10165,44,100,8594.52,22,10,2003,Classic Cars,207,Singapore,Large
10176,33,100,7474.5,6,11,2003,Classic Cars,207,Reggio Emilia,Large
10185,21,100,3883.74,14,11,2003,Classic Cars,207,New Bedford,Medium
10196,47,100,8887.7,26,11,2003,Classic Cars,207,New Haven,Large
10208,46,100,8602.92,2,1,2004,Classic Cars,207,Lyon,Large
10220,32,100,7181.44,12,2,2004,Classic Cars,207,Dublin,Large
10231,42,100,8378.58,19,3,2004,Classic Cars,207,Madrid,Large
10247,44,100,10606.2,5,5,2004,Classic Cars,207,Espoo,Large
10272,35,100,5818.4,20,7,2004,Classic Cars,207,Allentown,Medium
10282,41,100,7071.27,20,8,2004,Classic Cars,207,San Rafael,Large
10293,46,100,8411.56,9,9,2004,Classic Cars,207,Torino,Large
10306,31,100,6570.76,14,10,2004,Classic Cars,207,Manchester,Medium
10314,38,100,7975.44,22,10,2004,Classic Cars,207,Aaarhus,Large
10325,42,64,2688,5,11,2004,Classic Cars,207,Stavern,Small
10336,33,57.22,1888.26,20,11,2004,Classic Cars,207,Paris,Small
10348,48,52.36,2513.28,1,11,2004,Classic Cars,207,Madrid,Small
10359,42,100,4764.48,15,12,2004,Classic Cars,207,Reims,Medium
10371,32,100,3560.64,23,1,2005,Classic Cars,207,San Rafael,Medium
10382,34,100,3823.64,17,2,2005,Classic Cars,207,San Rafael,Medium
10395,33,69.12,2280.96,17,3,2005,Classic Cars,207,Paris,Small
10413,36,100,8677.8,5,5,2005,Classic Cars,207,Bridgewater,Large
10103,27,100,3394.98,29,1,2003,Trucks and Buses,136,Stavern,Medium
10113,21,100,3415.44,26,3,2003,Trucks and Buses,136,San Rafael,Medium
10126,21,100,2439.57,28,5,2003,Trucks and Buses,136,Madrid,Small
10140,38,100,4829.8,24,7,2003,Trucks and Buses,136,Burlingame,Medium
10150,30,100,4100.1,19,9,2003,Trucks and Buses,136,Singapore,Medium
10164,49,100,6563.06,21,10,2003,Trucks and Buses,136,Graz,Medium
10174,43,100,6817.22,6,11,2003,Trucks and Buses,136,South Brisbane,Medium
10183,41,100,6163.94,13,11,2003,Trucks and Buses,136,Philadelphia,Medium
10194,38,100,4933.92,25,11,2003,Trucks and Buses,136,Lyon,Medium
10206,28,100,4056.36,5,12,2003,Trucks and Buses,136,Vancouver,Medium
10216,43,100,5759.42,2,2,2004,Trucks and Buses,136,Versailles,Medium
10229,25,100,3451,11,3,2004,Trucks and Buses,136,San Rafael,Medium
10245,38,100,5920.4,4,5,2004,Trucks and Buses,136,New Haven,Medium
10258,41,100,6668.24,15,6,2004,Trucks and Buses,136,Minato-ku,Medium
10270,28,100,4094.72,19,7,2004,Trucks and Buses,136,Chatswood,Medium
10281,25,100,2938.5,19,8,2004,Trucks and Buses,136,Allentown,Small
10291,41,100,6387.8,8,9,2004,Trucks and Buses,136,Boras,Medium
10304,39,100,6396,11,10,2004,Trucks and Buses,136,Versailles,Medium
10313,21,100,2669.1,22,10,2004,Trucks and Buses,136,Vancouver,Small
10322,27,100,4784.13,4,11,2004,Trucks and Buses,136,Nashua,Medium
10333,33,99.21,3273.93,18,11,2004,Trucks and Buses,136,San Francisco,Medium
10347,29,100,3586.43,29,11,2004,Trucks and Buses,136,Melbourne,Medium
10357,49,100,5960.36,10,12,2004,Trucks and Buses,136,San Rafael,Medium
10370,49,100,8470.14,20,1,2005,Trucks and Buses,136,North Sydney,Large
10381,20,100,2952,17,2,2005,Trucks and Buses,136,San Francisco,Small
10391,39,63.2,2464.8,9,3,2005,Trucks and Buses,136,North Sydney,Small
10411,40,100,6232,1,5,2005,Trucks and Buses,136,Montreal,Medium
10424,49,100,7969.36,31,5,2005,Trucks and Buses,136,Madrid,Large
10107,21,100,3036.6,24,2,2003,Motorcycles,150,NYC,Medium
10121,50,100,8284,7,5,2003,Motorcycles,150,Reims,Large
10134,20,100,2711.2,1,7,2003,Motorcycles,150,Paris,Small
10145,49,100,8339.8,25,8,2003,Motorcycles,150,Pasadena,Large
10159,38,100,6238.84,10,10,2003,Motorcycles,150,San Francisco,Medium
10169,35,100,4639.25,4,11,2003,Motorcycles,150,North Sydney,Medium
10180,40,100,6747.6,11,11,2003,Motorcycles,150,Lille,Medium
10189,28,100,4512.48,18,11,2003,Motorcycles,150,Pasadena,Medium
10201,25,100,4029,1,12,2003,Motorcycles,150,San Francisco,Medium
10211,36,100,4771.8,15,1,2004,Motorcycles,150,Paris,Medium
10224,43,100,6087.94,21,2,2004,Motorcycles,150,Lille,Medium
10237,32,100,4193.28,5,4,2004,Motorcycles,150,NYC,Medium
10251,46,100,7552.28,18,5,2004,Motorcycles,150,Newark,Large
10263,48,100,6434.4,28,6,2004,Motorcycles,150,Bridgewater,Medium
10276,43,100,5181.5,2,8,2004,Motorcycles,150,Brickhaven,Medium
10285,49,100,6863.92,27,8,2004,Motorcycles,150,Cambridge,Medium
10299,24,100,4157.04,30,9,2004,Motorcycles,150,Helsinki,Medium
10309,26,100,4660.24,15,10,2004,Motorcycles,150,Stavern,Medium
10319,30,100,4111.8,3,11,2004,Motorcycles,150,NYC,Medium
10329,24,100,3542.64,15,11,2004,Motorcycles,150,NYC,Medium
10341,55,100,8118.55,24,11,2004,Motorcycles,150,Salzburg,Large
10362,22,100,3877.06,5,1,2005,Motorcycles,150,Burlingame,Medium
10375,49,78.92,3867.08,3,2,2005,Motorcycles,150,Nantes,Medium
10388,44,100,5951.44,3,3,2005,Motorcycles,150,New Bedford,Medium
10403,66,100,8648.64,8,4,2005,Motorcycles,150,Liverpool,Large
10417,21,100,3447.78,13,5,2005,Motorcycles,150,Madrid,Medium
10104,34,100,5958.5,31,1,2003,Classic Cars,151,Madrid,Medium
10117,43,100,5911.64,16,4,2003,Classic Cars,151,Singapore,Medium
10127,46,100,7366.44,3,6,2003,Classic Cars,151,NYC,Large
10142,33,100,4985.64,8,8,2003,Classic Cars,151,San Rafael,Medium
10153,42,100,5393.64,28,9,2003,Classic Cars,151,Madrid,Medium
10165,34,100,4880.02,22,10,2003,Classic Cars,151,Singapore,Medium
10176,47,100,8378.69,6,11,2003,Classic Cars,151,Reggio Emilia,Large
10185,33,100,4038.21,14,11,2003,Classic Cars,151,New Bedford,Medium
10196,24,100,3807.12,26,11,2003,Classic Cars,151,New Haven,Medium
10208,26,100,3142.36,2,1,2004,Classic Cars,151,Lyon,Medium
10220,30,100,4713.6,12,2,2004,Classic Cars,151,Dublin,Medium
10230,43,100,7016.31,15,3,2004,Classic Cars,151,Frankfurt,Large
10247,25,100,4381.25,5,5,2004,Classic Cars,151,Espoo,Medium
10272,27,100,4283.01,20,7,2004,Classic Cars,151,Allentown,Medium
10282,27,100,4364.82,20,8,2004,Classic Cars,151,San Rafael,Medium
10293,24,100,4242.24,9,9,2004,Classic Cars,151,Torino,Medium
10306,34,100,4982.7,14,10,2004,Classic Cars,151,Manchester,Medium
10314,46,100,6393.54,22,10,2004,Classic Cars,151,Aaarhus,Medium
10324,27,54.33,1466.91,5,11,2004,Classic Cars,151,NYC,Small
10336,33,100,4059.33,20,11,2004,Classic Cars,151,Paris,Medium
10348,47,100,4801.52,1,11,2004,Classic Cars,151,Madrid,Medium
10358,49,55.34,2711.66,10,12,2004,Classic Cars,151,Madrid,Small
10372,40,100,5862,26,1,2005,Classic Cars,151,Minato-ku,Medium
10382,37,100,4071.85,17,2,2005,Classic Cars,151,San Rafael,Medium
10413,47,100,8236.75,5,5,2005,Classic Cars,151,Bridgewater,Large
10108,45,100,6130.35,3,3,2003,Classic Cars,117,Makati City,Medium
10122,37,99.82,3693.34,8,5,2003,Classic Cars,117,Marseille,Medium
10135,48,100,6031.68,2,7,2003,Classic Cars,117,San Rafael,Medium
10147,31,100,3494.94,5,9,2003,Classic Cars,117,Brickhaven,Medium
10160,46,100,5294.14,11,10,2003,Classic Cars,117,Los Angeles,Medium
10170,47,100,5464.69,4,11,2003,Classic Cars,117,Graz,Medium
10181,28,100,2860.76,12,11,2003,Classic Cars,117,Bergen,Small
10191,40,100,5590,20,11,2003,Classic Cars,117,Koln,Medium
10203,20,100,2254.8,2,12,2003,Classic Cars,117,Madrid,Small
10212,39,100,4946.76,16,1,2004,Classic Cars,117,Madrid,Medium
10225,25,99.82,2495.5,22,2,2004,Classic Cars,117,Gensve,Small
10238,29,100,3167.38,9,4,2004,Classic Cars,117,Kobenhavn,Medium
10253,22,100,2402.84,1,6,2004,Classic Cars,117,Liverpool,Small
10266,22,100,2454.54,6,7,2004,Classic Cars,117,Reggio Emilia,Small
10276,47,100,5464.69,2,8,2004,Classic Cars,117,Brickhaven,Medium
10287,45,100,4756.5,30,8,2004,Classic Cars,117,Gensve,Medium
10300,29,100,3984.6,4,10,2003,Classic Cars,117,Frankfurt,Medium
10310,24,100,3100.32,16,10,2004,Classic Cars,117,Koln,Medium
10320,35,100,4850.3,3,11,2004,Classic Cars,117,Lule,Medium
10329,46,83.63,3846.98,15,11,2004,Classic Cars,117,NYC,Medium
10341,44,95.93,4220.92,24,11,2004,Classic Cars,117,Salzburg,Medium
10363,34,96.73,3288.82,6,1,2005,Classic Cars,117,Espoo,Medium
10376,35,100,3987.2,8,2,2005,Classic Cars,117,Glendale,Medium
10389,25,72.38,1809.5,3,3,2005,Classic Cars,117,Boras,Small
10419,10,100,1092.2,17,5,2005,Classic Cars,117,Salzburg,Small
10105,29,100,4566.05,11,2,2003,Classic Cars,173,Kobenhavn,Medium
10117,39,100,5938.14,16,4,2003,Classic Cars,173,Singapore,Medium
10127,42,100,8138.76,3,6,2003,Classic Cars,173,NYC,Large
10142,46,100,9470.94,8,8,2003,Classic Cars,173,San Rafael,Large
10153,49,100,7036.89,28,9,2003,Classic Cars,173,Madrid,Large
10165,27,100,5559.03,22,10,2003,Classic Cars,173,Singapore,Medium
10176,50,100,7872.5,6,11,2003,Classic Cars,173,Reggio Emilia,Large
10185,43,100,7886.2,14,11,2003,Classic Cars,173,New Bedford,Large
10196,38,100,7232.16,26,11,2003,Classic Cars,173,New Haven,Large
10208,20,100,3114.4,2,1,2004,Classic Cars,173,Lyon,Medium
10220,27,100,5045.22,12,2,2004,Classic Cars,173,Dublin,Medium
10231,49,100,6952.12,19,3,2004,Classic Cars,173,Madrid,Medium
10247,27,100,4157.73,5,5,2004,Classic Cars,173,Espoo,Medium
10272,39,100,7962.24,20,7,2004,Classic Cars,173,Allentown,Large
10282,24,100,3778.8,20,8,2004,Classic Cars,173,San Rafael,Medium
10293,45,100,8253,9,9,2004,Classic Cars,173,Torino,Large
10306,20,100,3633.4,14,10,2004,Classic Cars,173,Manchester,Medium
10314,36,100,6913.8,22,10,2004,Classic Cars,173,Aaarhus,Medium
10325,24,100,2583.6,5,11,2004,Classic Cars,173,Stavern,Small
10336,49,63.38,3105.62,20,11,2004,Classic Cars,173,Paris,Medium
10349,26,100,4408.56,1,12,2004,Classic Cars,173,NYC,Medium
10359,49,62.09,3042.41,15,12,2004,Classic Cars,173,Reims,Medium
10372,34,100,5941.5,26,1,2005,Classic Cars,173,Minato-ku,Medium
10382,34,95.35,3241.9,17,2,2005,Classic Cars,173,San Rafael,Medium
10396,33,100,6109.29,23,3,2005,Classic Cars,173,San Rafael,Medium
10413,22,100,3387.78,5,5,2005,Classic Cars,173,Bridgewater,Medium
10108,39,89.38,3485.82,3,3,2003,Classic Cars,79,Makati City,Medium
10122,32,63.84,2042.88,8,5,2003,Classic Cars,79,Marseille,Small
10135,24,75.01,1800.24,2,7,2003,Classic Cars,79,San Rafael,Small
10147,21,63.84,1340.64,5,9,2003,Classic Cars,79,Brickhaven,Small
10159,24,73.42,1762.08,10,10,2003,Classic Cars,79,San Francisco,Small
10169,36,63.84,2298.24,4,11,2003,Classic Cars,79,North Sydney,Small
10181,20,81.4,1628,12,11,2003,Classic Cars,79,Bergen,Small
10191,30,64.64,1939.2,20,11,2003,Classic Cars,79,Koln,Small
10203,44,82.99,3651.56,2,12,2003,Classic Cars,79,Madrid,Medium
10211,28,92.57,2591.96,15,1,2004,Classic Cars,79,Paris,Small
10225,37,77.41,2864.17,22,2,2004,Classic Cars,79,Gensve,Small
10238,20,74.21,1484.2,9,4,2004,Classic Cars,79,Kobenhavn,Small
10253,25,90.17,2254.25,1,6,2004,Classic Cars,79,Liverpool,Small
10266,35,76.61,2681.35,6,7,2004,Classic Cars,79,Reggio Emilia,Small
10276,38,83.79,3184.02,2,8,2004,Classic Cars,79,Brickhaven,Medium
10287,41,69.43,2846.63,30,8,2004,Classic Cars,79,Gensve,Small
10300,22,76.61,1685.42,4,10,2003,Classic Cars,79,Frankfurt,Small
10310,49,81.4,3988.6,16,10,2004,Classic Cars,79,Koln,Medium
10320,38,73.42,2789.96,3,11,2004,Classic Cars,79,Lule,Small
10329,33,100,3607.56,15,11,2004,Classic Cars,79,NYC,Medium
10341,36,93.56,3368.16,24,11,2004,Classic Cars,79,Salzburg,Medium
10363,34,81.62,2775.08,6,1,2005,Classic Cars,79,Espoo,Small
10377,24,67.83,1627.92,9,2,2005,Classic Cars,79,Helsinki,Small
10389,36,70.26,2529.36,3,3,2005,Classic Cars,79,Boras,Small
10419,34,90.17,3065.78,17,5,2005,Classic Cars,79,Salzburg,Medium
10104,41,100,4615.78,31,1,2003,Trucks and Buses,118,Madrid,Medium
10115,46,100,5723.78,4,4,2003,Trucks and Buses,118,NYC,Medium
10127,24,100,2559.6,3,6,2003,Trucks and Buses,118,NYC,Small
10141,21,100,2140.11,1,8,2003,Trucks and Buses,118,Espoo,Small
